ChildrenWait_system_min 0.232000000
ChildrenWait_system_max 0.232000000
ChildrenWait_system_avg 0.232000000
ChildrenWait_system_sum 0.232000000
ChildrenWait_system_dev nan
ChildrenWait_user_min 3.800000000
ChildrenWait_user_max 3.800000000
ChildrenWait_user_avg 3.800000000
ChildrenWait_user_sum 3.800000000
ChildrenWait_user_dev nan
ChildrenWait_wall_min 2.606603000
ChildrenWait_wall_max 2.606603000
ChildrenWait_wall_avg 2.606603000
ChildrenWait_wall_sum 2.606603000
ChildrenWait_wall_dev nan
CreateReadTxn_system_min 0.008000000
CreateReadTxn_system_max 0.040000000
CreateReadTxn_system_avg 0.021600000
CreateReadTxn_system_sum 0.216000000
CreateReadTxn_system_dev 0.009652000
CreateReadTxn_user_min 0.180000000
CreateReadTxn_user_max 0.888000000
CreateReadTxn_user_avg 0.528800000
CreateReadTxn_user_sum 5.288000000
CreateReadTxn_user_dev 0.221933000
CreateReadTxn_wall_min 8.449457000
CreateReadTxn_wall_max 12.662024000
CreateReadTxn_wall_avg 11.043996000
CreateReadTxn_wall_sum 110.439957000
CreateReadTxn_wall_dev 1.117008000
CreateWriteTxn_system_min 0.012000000
CreateWriteTxn_system_max 0.040000000
CreateWriteTxn_system_avg 0.024400000
CreateWriteTxn_system_sum 0.244000000
CreateWriteTxn_system_dev 0.009698000
CreateWriteTxn_user_min 0.352000000
CreateWriteTxn_user_max 0.928000000
CreateWriteTxn_user_avg 0.591600000
CreateWriteTxn_user_sum 5.916000000
CreateWriteTxn_user_dev 0.246421000
CreateWriteTxn_wall_min 9.623614000
CreateWriteTxn_wall_max 15.420906000
CreateWriteTxn_wall_avg 12.544684000
CreateWriteTxn_wall_sum 125.446835000
CreateWriteTxn_wall_dev 2.210728000
DecReq_system_min 0.184000000
DecReq_system_max 0.224000000
DecReq_system_avg 0.205200000
DecReq_system_sum 2.052000000
DecReq_system_dev 0.013071000
DecReq_user_min 8.972000000
DecReq_user_max 9.420000000
DecReq_user_avg 9.146400000
DecReq_user_sum 91.464000000
DecReq_user_dev 0.135557000
DecReq_wall_min 3.332879000
DecReq_wall_max 3.449998000
DecReq_wall_avg 3.364282000
DecReq_wall_sum 33.642822000
DecReq_wall_dev 0.036423000
GetUpdatedWriteSB_system_min 0.000000000
GetUpdatedWriteSB_system_max 0.004000000
GetUpdatedWriteSB_system_avg 0.000800000
GetUpdatedWriteSB_system_sum 0.008000000
GetUpdatedWriteSB_system_dev 0.001687000
GetUpdatedWriteSB_user_min 0.000000000
GetUpdatedWriteSB_user_max 0.004000000
GetUpdatedWriteSB_user_avg 0.002000000
GetUpdatedWriteSB_user_sum 0.020000000
